,address,city,state,zipcode,bathrooms,bedrooms,interior_features,rooms,cooling,heating,AC,appliances,laundry,sqft,price,taxes,tax_year,list_type,list_id,possession,lot_sqft,list_status,year_built,county,county_school_district,half_bath,subdivision,luxury_home
5,3408 STANWOOD ST,Philadelphia,PA,19136,,,,,Central A/C,Forced Air,Yes,,,1116.0,239900.0,2240.0,2019.0,Condo/Townhome,PAPH846690,Immediate,1742.0,Contract Pending,1965.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Holmesburg,No
6,1745 N 6TH ST #1,Philadelphia,PA,19122,2.0,2.0,Dining Area,"Bedroom 1,  Dining Room,  Kitchen,  Living Room,  Master Bedroom",Central A/C,Central,Yes,,Main Floor,1114.0,230000.0,2650.0,2019.0,Single Family,PAPH848430,Immediate,0.45 acres,Contract Pending,2018.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fishtown,No
7,2985 MERCER ST,Philadelphia,PA,19134,2.0,2.0,,,Window Unit(s),Baseboard - Hot Water,No,,Washer In Unit,946.0,230000.0,1810.0,2019.0,Condo/Townhome,PAPH848574,Settlement,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Port Richmond,No
8,2130 S BANCROFT ST,Philadelphia,PA,19145,2.0,2.0,,,Central A/C,"Central,  Forced Air",Yes,,,1042.0,229900.0,2230.0,2019.0,Condo/Townhome,PAPH848576,Settlement,871.0,For Sale Under Contract,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,West Passyunk,No
9,220 LOCUST ST #14E,Philadelphia,PA,19106,1.0,0.0,"Efficiency,  Studio,  Tub Shower,  Wood Floors",,Central A/C,Other,Yes,Stainless Steel Appliances,,522.0,225000.0,2401.0,2019.0,Condo/Townhome,PAPH847742,Settlement,0.0,Active,1963.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Society Hill,No
10,6602 N 7TH ST,Philadelphia,PA,19126,2.0,4.0,,,Window Unit(s),Radiator,No,,,2625.0,225000.0,3046.0,2019.0,Single Family,PAPH847980,31-60 Days CD,8276.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,East Oak Lane,No
11,855 E LOCUST AVE,Philadelphia,PA,19138,,,,,Central A/C,Central,Yes,,,1940.0,224900.0,1300.0,2019.0,Condo/Townhome,PAPH848416,Immediate,2178.0,For Sale Under Contract,1925.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
12,3609 NANTON PL,Philadelphia,PA,19154,2.0,3.0,"Carpet,  Ceiling Fan(s),  Kitchen - Eat-In,  Skylight(s),  Tub Shower","Dining Room,  Family Room,  In-Law/auPair/Suite,  Kitchen,  Laundry,  Living Room",Central A/C,Forced Air,Yes,,Basement,2018.0,219900.0,2692.0,2019.0,Condo/Townhome,PAPH846202,Immediate,1742.0,Active,1970.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Parkwood,No
13,3432 SHELMIRE AVE,Philadelphia,PA,19136,2.0,3.0,,,None,Radiator,No,,,1432.0,205000.0,2258.0,2019.0,Condo/Townhome,PAPH848698,"0-30 Days CD,  31-60 Days CD,  61-90 Days CD",1742.0,Contract Pending,1955.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Mayfair,No
14,2920 FANSHAWE ST,Philadelphia,PA,19149,2.0,3.0,,,Central A/C,Forced Air,Yes,,,1138.0,205000.0,1981.0,2019.0,Condo/Townhome,PAPH848682,Negotiable,1742.0,Active,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Mayfair (West),No
15,7601 CRITTENDEN ST #F3,Philadelphia,PA,19118,2.0,2.0,"Formal/Separate Dining Room,  Tub Shower,  Wood Floors","Bedroom 1,  Bedroom 2,  Dining Room,  Full Bath,  Half Bath,  Kitchen,  Living Room",Central A/C,Forced Air,Yes,"Built-In Microwave,  Dryer,  Oven/Range - Gas,  Refrigerator,  Stainless Steel Appliances,  Washer","Has Laundry,  Upper Floor",1156.0,200000.0,2076.0,2019.0,Condo/Townhome,PAPH846098,Negotiable,0.0,Contract Pending,1970.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,None Available,No
16,2208 S NORWOOD ST,Philadelphia,PA,19145,1.0,2.0,,"Dining Room,  Kitchen,  Living Room",None,Hot Water,No,,Basement,1056.0,199999.0,1236.0,2019.0,Condo/Townhome,PAPH846786,Settlement,871.0,For Sale Under Contract,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,West Passyunk,No
17,2836 KNORR ST,Philadelphia,PA,19149,2.0,3.0,Kitchen - Eat-In,,Wall Unit,Forced Air,No,Oven - Self Cleaning,,1152.0,199999.0,2040.0,2019.0,Condo/Townhome,PAPH848664,"0-30 Days CD,  31-60 Days CD",1742.0,Contract Pending,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Mayfair (West),No
18,1102 COTTMAN AVE,Philadelphia,PA,19111,,,,,,,No,,,,199900.0,711.0,2019.0,Vacant Land,PAPH848774,Immediate,3049.0,Active,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
19,1323 N NEWKIRK ST,Philadelphia,PA,19121,1.0,3.0,,Living Room,None,Other,No,,,1350.0,199900.0,850.0,2019.0,Condo/Townhome,PAPH848770,Immediate,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Brewerytown,No
0,6309 EASTWOOD ST,Philadelphia,PA,19149,2.0,3.0,,,Central A/C,Central,Yes,,,1088.0,199000.0,1664.0,2019.0,Condo/Townhome,PAPH848520,Immediate,1307.0,Contract Pending,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Phila Northeast,No
1,3010 W THOMPSON ST,Philadelphia,PA,19121,1.0,2.0,,"Bathroom 1,  Bedroom 1,  Bedroom 2,  Dining Room,  Kitchen,  Living Room",None,Forced Air,No,,,700.0,195000.0,1138.0,2019.0,Condo/Townhome,PAPH848592,Immediate,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Brewerytown,No
2,2113 S 3RD ST,Philadelphia,PA,19148,2.0,3.0,,,Wall Unit,Radiator,No,,,1068.0,185000.0,2261.0,2019.0,Condo/Townhome,PAPH847858,Immediate,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Whitman,No
3,410 W OLNEY AVE,Philadelphia,PA,19120,,,,,None,Radiator,No,,,1600.0,180000.0,1307.0,2019.0,Condo/Townhome,PAPH848790,Immediate,2178.0,Active,1930.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
4,7136 KEYSTONE ST,Philadelphia,PA,19135,2.0,3.0,,"Basement,  Bathroom 1,  Bedroom 1,  Bedroom 2,  Bedroom 3,  Dining Room,  Half Bath,  Kitchen,  Laundry,  Living Room",Central A/C,Forced Air,Yes,"Built-In Microwave,  Dishwasher,  Disposal,  Refrigerator,  Stainless Steel Appliances,  Washer/Dryer Hookups Only,  Water Heater",,1200.0,179900.0,1477.0,2019.0,Single Family,PAPH848280,Immediate,1742.0,Active,1955.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Tacony,No
5,3030 ROBBINS AVE,Philadelphia,PA,19149,2.0,4.0,"Built-Ins,  Butlers Pantry,  Ceiling Fan(s),  Dining Area,  Floor Plan - Traditional,  Pantry,  Skylight(s),  Stall Shower,  Tub Shower,  Wood Floors",,Wall Unit,Radiator,No,"Dishwasher,  Dryer,  Extra Refrigerator/Freezer,  Microwave,  Oven/Range - Gas,  Refrigerator,  Washer,  Water Heater","Basement,  Lower Floor",1068.0,175000.0,1733.0,2019.0,Condo/Townhome,PAPH847958,Settlement,871.0,Active,1935.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Mayfair,No
6,2635 S 8TH ST,Philadelphia,PA,19148,1.0,3.0,,,None,Radiator,No,,,1120.0,169900.0,1762.0,2019.0,Condo/Townhome,PAPH848468,Immediate,871.0,Contract Pending,1929.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Lower Moyamensing,No
7,5944 HORROCKS ST,Philadelphia,PA,19149,1.0,3.0,,,None,Forced Air,No,"Built-In Microwave,  Oven/Range - Gas,  Refrigerator",,1472.0,169000.0,1527.0,2019.0,Condo/Townhome,PAPH848732,Immediate,1307.0,Active,1940.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Castor Gardens,No
8,906 MARCELLA ST,Philadelphia,PA,19124,2.0,3.0,"Carpet,  Ceiling Fan(s),  Combination Dining/Living,  Crown Moldings,  Dining Area,  Efficiency,  Floor Plan - Open,  Recessed Lighting",,Central A/C,Forced Air,Yes,"Built-In Microwave,  Dishwasher,  Disposal,  Dryer,  Refrigerator,  Stove,  Washer,  Water Heater",Basement,1078.0,159900.0,1074.0,2019.0,Condo/Townhome,PAPH848426,0-30 Days CD,871.0,Active,1940.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Oxford Circle,No
9,1024 E CAYUGA ST,Philadelphia,PA,19124,2.0,2.0,,,Central A/C,Hot Water,Yes,,,720.0,155000.0,1393.0,2019.0,Condo/Townhome,PAPH848600,0-30 Days CD,1742.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Juniata,No
10,2930 N 24TH ST,Philadelphia,PA,19132,2.0,3.0,,"Bedroom 2,  Bedroom 3,  Dining Room,  Half Bath,  Kitchen,  Living Room,  Master Bedroom",Central A/C,Forced Air,Yes,,Basement,1002.0,155000.0,300.0,2019.0,Condo/Townhome,PAPH848658,Immediate,1307.0,For Sale Under Contract,1940.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,North Phila West,No
11,6225 FARNSWORTH ST,Philadelphia,PA,19149,1.0,2.0,,,Ceiling Fan(s),Radiator,No,,,896.0,150000.0,1607.0,2019.0,Condo/Townhome,PAPH848284,Settlement,1307.0,Active,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Mayfair,No
12,4308 ALDINE ST,Philadelphia,PA,19136,2.0,3.0,"Carpet,  Ceiling Fan(s),  Skylight(s),  Stall Shower,  Tub Shower","Dining Room,  Family Room,  Kitchen,  Laundry,  Living Room,  Storage Room","Ceiling Fan(s),  Window Unit(s)",Radiator,No,,Basement,1696.0,150000.0,1589.0,2019.0,Condo/Townhome,PAPH847012,Immediate,1307.0,Contract Pending,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Mayfair,No
13,2611 S 73RD ST,Philadelphia,PA,19153,1.0,3.0,,,Central A/C,Forced Air,Yes,,,1024.0,149900.0,1023.0,2019.0,Condo/Townhome,PAPH847070,Settlement,1307.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Elmwood Park,No
14,558 VAN KIRK ST,Philadelphia,PA,19120,1.0,3.0,,,None,Hot Water,No,,,1250.0,149000.0,1265.0,2019.0,Condo/Townhome,PAPH848562,Settlement,1307.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Lawndale,No
15,214 LINTON ST,Philadelphia,PA,19120,1.0,3.0,,,Central A/C,Central,Yes,,,1050.0,140000.0,1526.0,2019.0,Condo/Townhome,PAPH848798,Immediate,871.0,Active,1955.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Olney,No
16,1118 LINDLEY AVE,Philadelphia,PA,19141,,,,,None,Hot Water,No,,,2754.0,139000.0,970.0,2019.0,Condo/Townhome,PAPH847648,0-30 Days CD,2614.0,Active,1940.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
17,44 N HIRST ST,Philadelphia,PA,19139,3.0,3.0,,,Central A/C,Central,Yes,,,922.0,130000.0,176.0,2019.0,Condo/Townhome,PAPH843514,Immediate,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,2.0,Haddington,No
18,1408 S RINGGOLD ST,Philadelphia,PA,19146,1.0,3.0,,,None,None,No,,,1186.0,130000.0,1058.0,2019.0,Condo/Townhome,PAPH848688,Settlement,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
19,8940 KREWSTOWN RD #108,Philadelphia,PA,19115,2.0,2.0,Dining Area,"Dining Room,  Kitchen,  Living Room",Central A/C,Forced Air,Yes,,,1234.0,129900.0,1435.0,2019.0,Condo/Townhome,PAPH848524,Negotiable,0.0,Active,1974.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Krewstown,No
0,6114 REACH ST,Philadelphia,PA,19111,2.0,3.0,,Bedroom 3,None,Forced Air,No,,,1138.0,129900.0,1585.0,2019.0,Condo/Townhome,PAPH848734,0-30 Days CD,2178.0,Active,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Lawndale,No
1,1421 S ETTING ST,Philadelphia,PA,19146,1.0,3.0,,"Bedroom 1,  Bedroom 2,  Bedroom 3",None,Radiator,No,,Washer In Unit,1021.0,129900.0,840.0,2019.0,Condo/Townhome,PAPH847484,Settlement,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Grays Ferry,No
2,662 E ALLEGHENY AVE,Philadelphia,PA,19134,1.0,3.0,,Dining Room,Wall Unit,90% Forced Air,No,,,1173.0,119900.0,531.0,2019.0,Condo/Townhome,PAPH848768,Immediate,871.0,Active,1945.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Kensington,No
3,2658 BRADDOCK ST,Philadelphia,PA,19125,3.0,3.0,,,Central A/C,Other,Yes,,,,115000.0,465.0,2019.0,Condo/Townhome,PAPH848534,"0-30 Days CD,  Immediate",1307.0,Active,2020.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Kensington,No
4,8637 GILBERT ST,Philadelphia,PA,19150,2.0,3.0,,"Basement,  Bathroom 1,  Bedroom 1,  Bedroom 2,  Bedroom 3,  Dining Room,  Half Bath,  Kitchen,  Living Room",Central A/C,Forced Air,Yes,,,1218.0,108000.0,1901.0,2019.0,Condo/Townhome,PAPH846970,Settlement,1742.0,Active,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Mt Airy (East),No
5,5703 W GIRARD AVE,Philadelphia,PA,19131,2.0,5.0,,,Central A/C,Hot Water,Yes,,,3090.0,100000.0,1298.0,2019.0,Single Family,PAPH848654,"0-30 Days CD,  31-60 Days CD,  Immediate,  Negotiable",2178.0,Contract Pending,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Carroll Park,No
6,3138 WEYMOUTH ST,Philadelphia,PA,19134,,,,,Window Unit(s),Baseboard - Electric,No,,,1120.0,99900.0,496.0,2019.0,Condo/Townhome,PAPH848548,"0-30 Days CD,  31-60 Days CD,  61-90 Days CD",871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
7,4656 REACH ST,Philadelphia,PA,19120,2.0,2.0,,,None,Forced Air,No,,,800.0,99900.0,1039.0,2019.0,Condo/Townhome,PAPH848710,Immediate,1307.0,Active,1930.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Feltonville,No
8,5163 FUNSTON ST,Philadelphia,PA,19139,2.0,2.0,,,None,None,No,,,1200.0,95000.0,172.0,2019.0,Condo/Townhome,PAPH843524,Immediate,871.0,Active,1920.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Haddington,No
9,3928 BENNINGTON ST,Philadelphia,PA,19124,2.0,3.0,,,None,Forced Air,No,,,1280.0,94500.0,1582.0,2019.0,Condo/Townhome,PAPH848796,Settlement,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Feltonville,No
10,5024 COTTAGE ST,Philadelphia,PA,19124,2.0,3.0,,,None,Forced Air,No,,,996.0,89000.0,969.0,2019.0,Condo/Townhome,PAPH848568,31-60 Days CD,1307.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Frankford,No
11,2208 W VENANGO ST,Philadelphia,PA,19140,,,,,None,Forced Air,No,,,4730.0,82000.0,1568.0,2019.0,Condo/Townhome,PAPH837360,Settlement,1307.0,Active,1915.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
12,169 W LURAY ST,Philadelphia,PA,19140,2.0,2.0,,"Basement,  Bathroom 2,  Dining Room,  Kitchen,  Laundry,  Living Room",None,Radiator,No,,,966.0,74900.0,843.0,2019.0,Condo/Townhome,PAPH847510,Negotiable,871.0,Active,1930.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Feltonville,No
13,4205 N FRANKLIN ST,Philadelphia,PA,19140,2.0,3.0,,,None,Hot Water,No,,,1222.0,70000.0,904.0,2019.0,Condo/Townhome,PAPH848598,Immediate,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Hunting Park,No
14,4337 N FRANKLIN ST,Philadelphia,PA,19140,1.0,3.0,,,None,Hot Water,No,,,1128.0,68000.0,885.0,2019.0,Condo/Townhome,PAPH848622,Immediate,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Hunting Park,No
15,3034 N 5TH ST,Philadelphia,PA,19133,2.0,5.0,,,None,Forced Air,No,,,1926.0,59900.0,361.0,2019.0,Condo/Townhome,PAPH848556,Settlement,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Kensington,No
16,2422 N 26TH ST,Philadelphia,PA,19132,1.0,3.0,,,None,Other,No,,,1110.0,50000.0,379.0,2019.0,Condo/Townhome,PAPH841918,Immediate,871.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
17,1924 E MADISON ST,Philadelphia,PA,19134,1.0,3.0,,,None,Hot Water,No,,,1200.0,48000.0,834.0,2019.0,Condo/Townhome,PAPH848536,Settlement,1307.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Kensington,No
18,3315 ARGYLE ST,Philadelphia,PA,19134,1.0,2.0,,,None,None,No,,,840.0,33000.0,515.0,2019.0,Condo/Townhome,PAPH848428,Settlement,436.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Kensington,No
19,4568 MILNOR ST,Philadelphia,PA,19124,,,,,,,No,,,,24900.0,203.0,2019.0,Vacant Land,PAPH848518,Immediate,1307.0,Active,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Bridesburg,No
0,2413 N GRATZ ST,Philadelphia,PA,19132,,,,,,,No,,,,18000.0,53.0,2019.0,Vacant Land,PAPH848692,0-30 Days CD,871.0,Active,,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
1,1141-53 N DELAWARE AVE #10,Philadelphia,PA,19125,3.0,4.0,,,Central A/C,Forced Air,Yes,,Hookup,3966.0,1799900.0,1.0,2019.0,Condo/Townhome,PAPH848016,Settlement,0.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Northern Liberties,Yes
2,1414 S PENN SQ #30H,Philadelphia,PA,19102,3.0,2.0,,,Central A/C,Forced Air,Yes,,,1462.0,1100000.0,15521.0,2019.0,Condo/Townhome,PAPH844800,Immediate,0.0,Active,2009.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Center City,Yes
3,911 N 16TH ST,Philadelphia,PA,19130,,,,,Central A/C,Heat Pump(s),Yes,,,3510.0,849000.0,7261.0,2019.0,Condo/Townhome,PAPH845812,Negotiable,2178.0,Active,1915.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,Yes
4,1431 S BROAD ST,Philadelphia,PA,19147,2.0,4.0,,,Central A/C,Radiator,Yes,,,3300.0,600000.0,5953.0,2019.0,Condo/Townhome,PAPH847112,Negotiable,2178.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Passyunk Square,No
5,1925 N PALETHORP ST,Philadelphia,PA,19122,4.0,3.0,"Combination Dining/Living,  Floor Plan - Open,  Kitchen - Gourmet,  Master Bath(s),  Recessed Lighting,  Walk-in Closet(s),  Wood Floors",,Central A/C,Forced Air,Yes,Stainless Steel Appliances,Upper Floor,2589.0,599900.0,976.0,2019.0,Condo/Townhome,PAPH848282,Settlement,871.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,South Kensington,No
6,2326 E SUSQUEHANNA AVE,Philadelphia,PA,19125,4.0,3.0,"Ceiling Fan(s),  Dining Area,  Efficiency,  Floor Plan - Open,  Kitchen - Eat-In,  Kitchen - Efficiency,  Kitchen - Island,  Recessed Lighting,  Stall Shower,  Upgraded Countertops,  Walk-in Closet(s),  Wet/Dry Bar,  Wood Floors","Bathroom 3,  Bedroom 1,  Bedroom 2,  Dining Room,  Family Room,  Half Bath,  Kitchen,  Laundry,  Living Room,  Master Bathroom,  Master Bedroom",Central A/C,Forced Air,Yes,"Cooktop,  Disposal,  ENERGY STAR Dishwasher,  ENERGY STAR Refrigerator,  Range Hood,  Stainless Steel Appliances",Upper Floor,2602.0,589990.0,2000.0,2019.0,Condo/Townhome,PAPH843098,Settlement,1307.0,Contract Pending,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Fishtown,No
7,1701 WIDENER PLACE,Philadelphia,PA,19141,,,,,Other,Hot Water,No,,,4125.0,525000.0,2251.0,2019.0,Condo/Townhome,PAPH847084,31-60 Days CD,1307.0,Active,1920.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
8,1901 JOHN F KENNEDY BLVD #1220,Philadelphia,PA,19103,2.0,2.0,,"Bathroom 1,  Bedroom 1,  Dining Room,  Kitchen,  Living Room,  Master Bathroom,  Master Bedroom",Other,Other,No,,"Dryer In Unit,  Washer In Unit",1300.0,520000.0,2012024.0,2019.0,Condo/Townhome,PAPH848244,Immediate,0.98 acres,Active,1968.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Rittenhouse Square,No
9,1417 EMERICK ST,Philadelphia,PA,19125,3.0,3.0,,,Central A/C,Forced Air,Yes,,,1836.0,499900.0,1734.0,2019.0,Condo/Townhome,PAPH844806,0-30 Days CD,871.0,Active,2015.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Fishtown,No
10,1243 S 24TH ST,Philadelphia,PA,19146,3.0,3.0,"Ceiling Fan(s),  Floor Plan - Open,  Kitchen - Eat-In,  Recessed Lighting,  Upgraded Countertops,  Wood Floors","Bathroom 1,  Bedroom 1,  Bedroom 2,  Dining Room,  Half Bath,  Kitchen,  Laundry,  Living Room,  Master Bathroom,  Master Bedroom",Central A/C,Forced Air,Yes,Stainless Steel Appliances,Upper Floor,2340.0,479000.0,1555.0,2019.0,Condo/Townhome,PAPH848210,Settlement,871.0,Active,1923.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Point Breeze,No
11,4021 HAVERFORD AVE,Philadelphia,PA,19104,1.0,6.0,,,Other,None,No,,,2265.0,450000.0,1884.0,2019.0,Single Family,PAPH848006,31-60 Days CD,3049.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Powelton Village,No
12,804 RED LION RD,Philadelphia,PA,19115,3.0,4.0,,"Bedroom 2,  Bedroom 3,  Bedroom 4,  Family Room,  Kitchen,  Laundry,  Living Room,  Master Bathroom,  Office",Central A/C,Forced Air,Yes,,,3114.0,449900.0,5389.0,2019.0,Single Family,PAPH848036,Immediate,6534.0,Active,2006.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Bustleton,No
13,5015 LOCUST ST,Philadelphia,PA,19139,3.0,3.0,,"Bedroom 2,  Bedroom 3,  Dining Room,  Kitchen,  Living Room,  Master Bathroom,  Master Bedroom",Central A/C,Central,Yes,"Range Hood,  Refrigerator,  Six Burner Stove,  Stainless Steel Appliances",,2010.0,425000.0,1846.0,2019.0,Single Family,PAPH848338,0-30 Days CD,1742.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Walnut Hill,No
14,1921 S WARNOCK ST,Philadelphia,PA,19148,2.0,3.0,,,Central A/C,Central,Yes,,,966.0,425000.0,2289.0,2019.0,Condo/Townhome,PAPH846456,Coin w/Sell Sett,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Passyunk Square,No
15,834 WHARTON ST,Philadelphia,PA,19147,2.0,4.0,,"Basement,  Full Bath,  Great Room",None,Hot Water,No,"Dryer,  Microwave,  Refrigerator,  Washer",,1452.0,424900.0,5034.0,2019.0,Condo/Townhome,PAPH848358,0-30 Days CD,871.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Italian Market Area,No
16,2627 LATONA ST,Philadelphia,PA,19146,4.0,4.0,,,Central A/C,Forced Air,Yes,,,,424900.0,291.0,2019.0,Condo/Townhome,PAPH844856,Settlement,436.0,Active,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Grays Ferry,No
17,113 N BREAD ST #3F5,Philadelphia,PA,19106,2.0,2.0,,,Central A/C,Forced Air,Yes,,,984.0,410000.0,4603.0,2019.0,Single Family,PAPH848156,Negotiable,0.0,Active,2006.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Old City,No
18,314-18 BROWN ST #201,Philadelphia,PA,19123,2.0,2.0,,,Central A/C,Forced Air,Yes,,,1245.0,399900.0,3281.0,2019.0,Condo/Townhome,PAPH848292,Negotiable,0.0,Active,1960.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Northern Liberties,No
19,1232 N FRONT ST #3A,Philadelphia,PA,19122,2.0,2.0,"Elevator,  Kitchen - Eat-In","Bedroom 1,  Dining Room,  Family Room,  Kitchen,  Living Room,  Master Bedroom",Central A/C,Forced Air,Yes,,Main Floor,1179.0,389900.0,1500.0,2019.0,Condo/Townhome,PAPH848380,181-365 Days,0.27 acres,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fishtown,No
0,449 W HANSBERRY ST,Philadelphia,PA,19144,4.0,5.0,"Formal/Separate Dining Room,  Kitchen - Eat-In,  Kitchen - Gourmet,  Kitchen - Island,  Other,  Recessed Lighting,  Soaking Tub,  Wood Floors",,Central A/C,Forced Air,Yes,"Built-In Microwave,  Built-In Range,  Dishwasher,  Disposal,  Dual Flush Toilets,  ENERGY STAR Dishwasher,  Microwave",Basement,2838.0,380000.0,1628.0,2019.0,Single Family,PAPH847806,Immediate,2614.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Germantown (Swest),No
1,7 BREWERYTOWN CT,Philadelphia,PA,19121,3.0,3.0,,"Dining Room,  Kitchen,  Living Room",Central A/C,Forced Air,Yes,,,1700.0,359000.0,2979.0,2019.0,Condo/Townhome,PAPH847632,Immediate,0.0,Active,2006.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Brewerytown,No
